transaction_id,amount,user_id,service,service_type,payment_status,reason,date
RCG_3AAC81F56341,154.02,PP0014677,Recharge_Bills,Cable Tv,Successful,Successful,2024-08-05
RCG_0BE110067155,1014.3,Unknown,Recharge_Bills,Dth,Successful,Successful,2024-05-20
RCG_5586BA24B526,1178.77,PP1100341,Recharge_Bills,Cable Tv,Unknown,Successful,2024-04-09
RCG_4707D10A71ED,762.25,PP1092318,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-04-24
RCG_D747EABF3064,1254.03,PP0004894,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-07-27
RCG_CC9420520CD7,841.25,PP0026610,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-04-15
RCG_18E6D008D9D7,1381.92,PP1064680,Recharge_Bills,Cable Tv,Successful,Successful,2024-02-13
RCG_87EE39C06CCF,200.89,Unknown,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-07-28
RCG_BE35091F9056,1245.71,PP0049282,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-01-03
RCG_3BC93B864392,1325.86,PP1052005,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-11-17
RCG_962BE4E80B7E,946.99,PP0047424,Recharge_Bills,Dth,Successful,Successful,2024-08-29
RCG_79851749F058,1865.08,PP1069423,Recharge_Bills,Cable Tv,Successful,Successful,2024-02-27
RCG_BF7CDF911E02,1854.24,PP0041338,Recharge_Bills,Dth,Successful,Successful,2024-01-20
RCG_102B9405444A,521.54,PP1054887,Recharge_Bills,Dth,Successful,Successful,2024-12-14
RCG_E0D78A19CD26,1668.6,PP1055081,Recharge_Bills,Cable Tv,Successful,Successful,2024-11-26
RCG_07D01DBA6F4C,622.05,PP0023567,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-09-10
RCG_B36383B47565,1608.94,PP0045730,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-06-28
RCG_0D7D416DED33,1025.6,PP1063653,Recharge_Bills,Dth,Successful,Successful,2024-08-22
RCG_C926CF1884ED,827.85,PP1055583,Recharge_Bills,Cable Tv,Successful,Successful,2024-11-25
RCG_47B7FCB6F92C,61.17,PP0005172,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-05-01
RCG_C55AF096BFA7,1692.74,PP1086391,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-06-24
RCG_8C5EAA096A8E,983.19,PP1102226,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-03-09
RCG_FC6AABD122A9,1504.48,PP0009165,Recharge_Bills,Dth,Successful,Successful,2024-03-02
RCG_606CDDCD41DF,178.26,PP1075318,Recharge_Bills,Cable Tv,Successful,Successful,2024-04-11
RCG_180FC3E714BD,1642.11,PP1061499,Recharge_Bills,Dth,Successful,Successful,2024-11-04
RCG_40B02FFBDBD0,658.74,PP0033220,Recharge_Bills,Dth,Unknown,Successful,2024-08-16
RCG_A9C2E2271D7B,364.58,PP1057988,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-09-05
RCG_D58DC5A313F4,1279.68,PP0045700,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-11-22
RCG_545584797BEE,1886.89,PP1092323,Recharge_Bills,Dth,Unknown,Successful,2024-07-03
RCG_796DB9F05CCC,1866.04,PP1053651,Recharge_Bills,Cable Tv,Successful,Successful,2024-02-17
RCG_B1B0023BB141,588.62,PP1082671,Recharge_Bills,Dth,Successful,Successful,2024-12-26
RCG_5B3BFB1ACF5E,460.07,PP1095834,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-11-05
RCG_E49DF612A748,767.75,PP1096015,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-01-28
RCG_CB807E67FB09,1959.18,PP1078788,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-11-22
RCG_A90BF47CEECB,254.88,PP1106108,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-24
RCG_7C73D7066AA7,1082.5,PP0002522,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-09-12
RCG_79507BA3F747,887.62,PP0027169,Recharge_Bills,Cable Tv,Successful,Successful,2024-09-18
RCG_D34432F2E921,113.17,PP1106557,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-01-18
RCG_A855203D9495,70.66,PP0018682,Recharge_Bills,Fastag Recharge,Failed,Insufficient amount,2024-09-23
RCG_2E11C4445CA7,950.05,PP0042453,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-05-28
RCG_11FFD8DB853A,286.3,PP0040337,Recharge_Bills,Dth,Successful,Successful,2024-05-20
RCG_65EEB9C7A907,1441.13,PP0003006,Recharge_Bills,Cable Tv,Successful,Successful,2024-02-09
RCG_03937A965523,110.29,PP1089083,Recharge_Bills,Dth,Successful,Successful,2024-08-28
RCG_7235983F7194,1790.55,PP0017166,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-11-16
RCG_723C8712D476,1916.13,PP1060207,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-09-14
RCG_4246462998ED,1450.37,PP0001431,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-06-01
RCG_EE74F4173610,447.47,PP0049908,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-01-31
RCG_58840354CB43,493.99,PP0003320,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-01-11
RCG_5290878D34F5,1304.32,PP0028966,Recharge_Bills,Cable Tv,Successful,Successful,2024-02-18
RCG_CAC50809C32B,1477.9,PP1073954,Recharge_Bills,Dth,Successful,Successful,2024-01-10
RCG_7D9BC49F9EC3,1168.75,PP1107433,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-12-19
RCG_C84B5DBC7A9C,465.46,PP1062928,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-01-26
RCG_A7218BD78E8B,1840.01,PP1104805,Recharge_Bills,Cable Tv,Successful,Successful,2024-01-11
RCG_C653F0A93B22,1036.17,PP1052255,Recharge_Bills,Dth,Successful,Successful,2024-09-15
RCG_9AAD8C87051D,905.92,PP1065563,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-12-25
RCG_31B5011C36A3,1177.29,PP1083243,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-09-17
RCG_64FB84A8D3F9,1176.78,PP1057964,Recharge_Bills,Dth,Successful,Successful,2024-09-01
RCG_662383413C33,761.52,PP0025364,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-02
RCG_D0B4E402CEC8,227.83,PP1094945,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-06-17
RCG_50C7C0893213,841.75,PP1055599,Recharge_Bills,Dth,Successful,Successful,2024-11-22
RCG_B395D931CDD3,890.46,PP1098490,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-12-12
RCG_8BE57A62939D,1311.48,PP1088127,Recharge_Bills,Dth,Successful,Successful,2024-08-20
RCG_AE19BB21C7C1,1142.94,PP0006978,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-07-05
RCG_190EB1379964,1505.33,PP1062134,Recharge_Bills,Cable Tv,Successful,Successful,2024-11-24
RCG_70E1E170EFD1,1732.81,PP0021135,Recharge_Bills,Cable Tv,Successful,Successful,2024-02-12
RCG_F63E4ABB1568,1978.36,PP0038191,Recharge_Bills,Mobile Recharge,Unknown,Successful,2024-12-20
RCG_CCF977EC7AD2,1539.11,PP1066492,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-07
RCG_FBA2B780AD87,510.14,PP0004794,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-11-06
RCG_C210F4FD0B8C,1418.9,PP1095660,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-11-24
RCG_DE5E679330AE,1304.72,PP0020097,Recharge_Bills,Cable Tv,Successful,Successful,2024-11-30
RCG_87BDE5D3B9BF,1348.03,PP0034180,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-06-24
RCG_5243120D9FE8,1988.81,PP1071064,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-09-27
RCG_4705E0368AC5,1141.14,PP0016478,Recharge_Bills,Cable Tv,Successful,Successful,2024-01-09
RCG_029A95CF7A3C,747.78,PP0001353,Recharge_Bills,Cable Tv,Successful,Successful,2024-10-24
RCG_135F29A87E05,1691.94,PP0001171,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-10-14
RCG_B7FF4D5D0BC5,1557.2,PP0015741,Recharge_Bills,Dth,Successful,Successful,2024-07-27
RCG_2147B23B9863,474.78,PP1052711,Recharge_Bills,Cable Tv,Successful,Unknown,2024-07-22
RCG_77735160ED51,507.88,PP1049129,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-12-23
RCG_0FD18604560C,336.55,PP1097717,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-12-26
RCG_0F65DBE73111,1722.64,PP0033355,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-03-31
RCG_B2D3DA3FF923,902.62,PP1090421,Recharge_Bills,Cable Tv,Unknown,Successful,2024-11-13
RCG_8295BC1D9D91,1388.75,PP1086783,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-10-02
RCG_D10064878CF4,1095.21,PP1097977,Recharge_Bills,Cable Tv,Successful,Successful,2024-03-30
RCG_640FFCAA074C,1899.35,PP0001165,Recharge_Bills,Dth,Successful,Successful,2024-02-03
RCG_65196C021009,1189.12,PP1082266,Recharge_Bills,Dth,Successful,Successful,2024-07-23
RCG_62B0D2C6E884,1369.13,PP0005563,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-06-06
RCG_C978C1D5208D,77.78,PP1100011,Recharge_Bills,Cable Tv,Unknown,Successful,2024-01-23
RCG_032905A37E80,85.79,PP1095442,Recharge_Bills,Mobile Recharge,Failed,Wrong PIN,2024-09-18
RCG_6A535F2567F8,509.53,PP0028610,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-05-23
RCG_D109DF6C53A7,1111.42,PP1057374,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-04-26
RCG_2B2076A4C7ED,1722.58,PP0005978,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-04-05
RCG_E80C6800E500,162.6,PP1107267,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-01-13
RCG_BD079C20A5AD,1076.59,PP1093024,Recharge_Bills,Dth,Successful,Successful,2024-06-28
RCG_35F39B580621,63.87,PP0013962,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-11-26
RCG_4C928E092030,1564.08,PP0041160,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-04-25
RCG_83471A227671,153.89,PP1107511,Recharge_Bills,Dth,Successful,Successful,2024-08-08
RCG_03643CD585C1,777.41,PP0026325,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-05-03
RCG_D976963AD05D,1906.28,PP0026911,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-06-03
RCG_D176FAFB55F4,1932.34,PP1100325,Recharge_Bills,Cable Tv,Successful,Successful,2024-06-20
RCG_46CAAF362E7A,1886.94,PP1075297,Recharge_Bills,Cable Tv,Successful,Successful,2024-01-22
RCG_DACC6336F65B,1334.95,PP0039297,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-03-23
RCG_B1B1117085D8,1754.34,PP1087501,Recharge_Bills,Cable Tv,Successful,Successful,2024-09-01
RCG_7EBCCAC17BDF,1210.95,PP1067485,Recharge_Bills,Cable Tv,Successful,Successful,2024-07-22
RCG_22B13E85F394,1160.52,PP1053799,Recharge_Bills,Mobile Recharge,Failed,Server error,2024-07-28
RCG_2A1E058BF7BB,736.96,PP1070532,Recharge_Bills,Cable Tv,Successful,Successful,2024-10-20
RCG_97C3625CFB13,1761.9,PP1080243,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-06-03
RCG_8CAFF4B259D9,237.01,PP1064072,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-06-16
RCG_B6F1E8F77E6F,788.01,PP1088733,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-11
RCG_0B5E636614B4,1014.3,PP0001701,Recharge_Bills,Cable Tv,Successful,Successful,2024-04-04
RCG_CFAB985FADCE,40.68,PP0037265,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-07-24
RCG_CAD52E50C647,1145.77,Unknown,Recharge_Bills,Cable Tv,Successful,Successful,2024-09-21
RCG_E2289C6C9A7E,539.57,PP1059322,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-07
RCG_59B7BC0C8C0C,748.0,PP1050089,Recharge_Bills,Cable Tv,Successful,Successful,2024-08-07
RCG_F98F7ADC8F2F,971.59,PP1067194,Recharge_Bills,Cable Tv ,Successful,Successful,2024-02-05
RCG_656CCDB75652,1497.37,Unknown,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-04-22
RCG_C41517DA82F2,1560.74,PP0015603,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-05-03
RCG_7EC93F50C8AC,1375.37,PP1057233,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-01-20
RCG_DC3FEBB8E3B6,1034.64,PP1099288,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-03-05
RCG_E7E8BC652B17,887.26,PP0008953,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-08-17
RCG_600CE9365B07,447.75,PP0036231,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-05-25
RCG_3C0B20B62C71,657.46,PP1049591,Recharge_Bills,Cable Tv,Successful,Successful,2024-05-20
RCG_DF0FA8FDDC14,1131.18,PP1100765,Recharge_Bills,Cable Tv,Successful,Successful,2024-08-31
RCG_F08F0F92C488,349.86,PP0045633,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-12-29
RCG_667418CAC09A,1589.28,PP0029069,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-04-17
RCG_5214B0D3F928,1148.71,PP0019759,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-31
RCG_F7AECC7EB917,462.24,PP0049111,Recharge_Bills,Cable Tv,Successful,Successful,2024-09-16
RCG_1723FD87F72A,312.03,PP1062100,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-03-28
RCG_39440DBAC019,1374.7,PP0005865,Recharge_Bills,Mobile Recharge,Successful,Unknown,2024-08-30
RCG_4879B5781ED2,1441.02,PP0001173,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-12-19
RCG_43C2AA6F27D2,1470.17,Unknown,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-06-29
RCG_8AA49C40BAE2,26.12,PP1097072,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-06-23
RCG_C4C47BA0BBFC,1665.44,PP1063750,Recharge_Bills,Dth,Successful,Successful,2024-05-08
RCG_E2B84068D0E5,311.76,PP0036737,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-11-18
RCG_A70A88AF3201,533.37,PP1079047,Recharge_Bills,Cable Tv,Successful,Successful,2024-05-22
RCG_5A9D68A343C1,531.86,PP1080239,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-08-09
RCG_91F9FBA662E4,939.49,PP1060391,Recharge_Bills,Dth,Successful,Successful,2024-07-19
RCG_BA591080B856,1168.13,PP1051436,Recharge_Bills,Cable Tv,Successful,Successful,2024-01-12
RCG_7B3055A68EBE,1335.43,PP1072556,Recharge_Bills,Cable Tv,Successful,Successful,2024-11-15
RCG_A0409E46556F,425.79,PP1052389,Recharge_Bills,Dth,Successful,Successful,2024-12-02
RCG_0DDE27F31191,1919.54,PP1059413,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-09-06
RCG_09C9E8AABF60,735.41,PP1102881,Recharge_Bills,Dth,Successful,Successful,2024-05-12
RCG_B8569A7BC60E,1642.54,PP1071737,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-04-03
RCG_AF1ADD5493DD,553.03,PP0010630,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-11-22
RCG_1250365454D9,1996.69,PP0015318,Recharge_Bills,Dth,Successful,Successful,2024-10-10
RCG_776DDBBE05A8,1675.22,PP0013395,Recharge_Bills,Cable Tv,Successful,Successful,2024-04-04
RCG_ADA1975E08F2,1992.24,PP0022595,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-07-28
RCG_DF2D2E6F9C9A,1021.28,PP1100146,Recharge_Bills,Fastag Recharge,Unknown,Successful,2024-05-21
RCG_F281A95421B5,486.49,PP1102427,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-05-12
RCG_E32285BC6718,616.06,PP1080656,Recharge_Bills,Dth,Successful,Successful,2024-03-29
RCG_D1183F911128,1948.34,PP0028871,Recharge_Bills,Cable Tv,Successful,Successful,2024-07-10
RCG_A7B155B9AF3C,1572.87,PP0037974,Recharge_Bills,Dth,Successful,Successful,2024-01-11
RCG_FCBCC5347FB2,1015.36,PP1056497,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-12-12
RCG_C957D048C8C6,252.86,PP0037654,Recharge_Bills,Cable Tv,Successful,Successful,2024-03-22
RCG_512293AE0028,693.3,PP0049148,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-04-19
RCG_58C2C6C4AC77,728.88,PP1072117,Recharge_Bills,Cable Tv,Successful,Successful,2024-09-12
RCG_1F37AF9DE1C2,701.57,PP1070174,Recharge_Bills,Dth,Successful,Successful,2024-11-25
RCG_D3B4D7FCBCD4,1217.73,PP0041309,Recharge_Bills,Dth,Unknown,Successful,2024-08-12
RCG_1781D8A24163,284.5,PP1106747,Recharge_Bills,Dth,Successful,Successful,2024-02-01
RCG_280D2F0FD2D7,492.83,PP1088687,Recharge_Bills,Dth,Successful,Successful,2024-02-18
RCG_03B44411AC16,560.91,PP1077815,Recharge_Bills,Dth,Failed,Insufficient amount,2024-06-22
RCG_B56FBEECCD76,589.8,PP0006657,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-07-27
RCG_C5044C955A01,114.15,PP0009296,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-03-18
RCG_76250C204B81,1980.0,PP0029934,Recharge_Bills,Cable Tv,Successful,Successful,2024-11-14
RCG_8B4039B1B10C,1199.12,PP0027837,Recharge_Bills,Dth,Successful,Successful,2024-02-17
RCG_26390A98FA5C,1284.55,PP1053951,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-02-14
RCG_9972C316EC9C,1108.49,PP0023492,Recharge_Bills,Dth,Successful,Successful,2024-01-25
RCG_A09278CE081C,1610.66,PP0024577,Recharge_Bills,Dth,Successful,Successful,2024-01-30
RCG_524DD94D8DC4,369.26,PP0000932,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-01-26
RCG_2320E724A861,1826.31,PP0035986,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-06-09
RCG_5C3A3E5F0AA5,1789.89,PP1101194,Recharge_Bills,Dth ,Successful,Successful,2024-06-11
RCG_38E3F223F41E,527.53,PP1096321,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-02-21
RCG_6FF7574F75D5,388.68,PP1080228,Recharge_Bills,Dth,Successful,Successful,2024-05-13
RCG_A79D504043D3,1779.14,PP1100199,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-06-15
RCG_5381C602C5BE,1006.02,PP0020245,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-07-11
RCG_4CD2CEFF800F,1129.5,PP1063073,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-07-14
RCG_B2E38DA907D7,1173.55,PP1088827,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-07-12
RCG_88EA9E26EE78,1014.3,PP1050088,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-04-23
RCG_0FC4B17180C2,151.02,PP1095926,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-05-29
RCG_276D85BF10A9,498.18,PP0044876,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-27
RCG_F897EBCC09ED,132.85,PP0001670,Recharge_Bills,Dth,Successful,Successful,2024-05-22
RCG_FC891AAC2555,1014.3,PP0001018,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-09-12
RCG_4C147AA2A223,814.09,PP0024532,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-03-23
RCG_B0FD9FBFF96C,1120.94,PP1105674,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-04-10
RCG_22ED94EE9DCA,1992.17,PP0006701,Recharge_Bills,Dth,Successful,Successful,2024-05-13
RCG_0C4697634E70,1437.69,PP0032370,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-12-22
RCG_3B90CD94277B,1832.97,PP0040377,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-09-25
RCG_4C315B4F6E47,638.32,PP1068252,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-07-09
RCG_8C4EE9065F3A,1805.28,PP1079294,Recharge_Bills,Cable Tv,Successful,Successful,2024-12-10
RCG_0C9065D1AEDA,1995.3,PP0038634,Recharge_Bills,Fastag Recharge,Failed,Insufficient amount,2024-09-22
RCG_A18A2F121703,1943.27,PP0015461,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-11-25
RCG_CDDD45215B07,1278.85,PP0027179,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-11-15
RCG_4ACF51A76C78,1963.65,PP0033045,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-01-31
RCG_7CE6257190C6,650.04,PP0034486,Recharge_Bills,Dth,Successful,Successful,2024-02-14
RCG_879F7304186B,360.91,PP1082273,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-07-08
RCG_7B841E18A01D,1542.95,PP1050303,Recharge_Bills,Cable Tv,Successful,Successful,2024-05-24
RCG_13331C66C58E,675.57,PP0049491,Recharge_Bills,Dth,Successful,Successful,2024-02-22
RCG_F59E5C90107B,494.17,PP1095327,Recharge_Bills,Dth,Successful,Successful,2024-04-21
RCG_1D07D665A58F,213.65,PP1060845,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-02-07
RCG_8BC3EFDF3C7A,227.53,PP0015653,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-07-11
RCG_D3BA83B20EDB,744.43,PP0025856,Recharge_Bills,Fastag Recharge,Successful,Unknown,2024-12-21
RCG_EA15B99F3BE0,1156.92,PP1084321,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-03-01
RCG_121EC6E16EE8,494.07,PP0039704,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-03-21
RCG_D2119FC89784,179.42,PP0005939,Recharge_Bills,Mobile Recharge,Unknown,Successful,2024-11-25
RCG_CF1A0C79525B,1546.7,PP1093742,Recharge_Bills,Cable Tv,Unknown,Successful,2024-06-10
RCG_089FAFBD9842,811.83,PP1079066,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-03-01
RCG_D657A6E6C741,238.27,PP1098535,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-28
RCG_0DB824E082C2,629.5,PP0035316,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-04-30
RCG_AB1D306A44E0,1379.96,PP1086374,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-10-14
RCG_E696186C28E1,1379.93,PP1083399,Recharge_Bills,Cable Tv,Successful,Successful,2024-02-04
RCG_482B6F8DA500,828.32,PP0002932,Recharge_Bills,Cable Tv,Successful,Successful,2024-01-27
RCG_AEE8C0A775AF,1869.35,PP0026977,Recharge_Bills,Cable Tv,Successful,Successful,2024-12-02
RCG_FF17B5D5E657,344.33,PP1091957,Recharge_Bills,Cable Tv,Successful,Successful,2024-06-10
RCG_482BBB4CF591,1299.98,PP1065160,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-01-12
RCG_74E8560E8372,695.23,PP0033260,Recharge_Bills,Dth,Successful,Successful,2024-06-22
RCG_F9D3DA2807CD,43.92,PP0047793,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-10-22
RCG_42228B55EEB5,35.74,PP1084041,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-04-22
RCG_2EC42C1880FF,1262.39,PP0001126,Recharge_Bills,Dth,Successful,Successful,2024-05-09
RCG_A75CE63443A1,960.97,PP0020366,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-08-11
RCG_68D4E626BC94,1965.88,PP0043015,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-01-07
RCG_A43F51A8C88E,721.88,PP1060876,Recharge_Bills,Cable Tv,Successful,Successful,2024-08-25
RCG_C45713782F65,773.37,PP1085869,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-19
RCG_832CA9F0E0CF,104.71,PP0047257,Recharge_Bills,Dth,Successful,Successful,2024-09-18
RCG_1ADD0CB7D64D,1926.45,PP0042681,Recharge_Bills,Fastag Recharge,Unknown,Successful,2024-06-01
RCG_7257FC782CAA,1608.02,PP0036476,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-05-15
RCG_3A579652D402,1765.33,PP1055754,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-02-05
RCG_4C81CC569FA2,1037.18,PP1053521,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-06-13
RCG_DBDFF119F2C4,1299.75,PP1050441,Recharge_Bills,Cable Tv,Successful,Successful,2024-12-27
RCG_FFC8E245ADF0,1955.84,PP0027293,Recharge_Bills,Dth,Successful,Successful,2024-12-04
RCG_34EF86842C13,476.39,PP1063475,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-08-08
RCG_2F29C5B048E0,1577.98,PP0019235,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-11-11
RCG_2C4C1024046C,569.66,PP0042453,Recharge_Bills,Cable Tv,Failed,Server error,2024-10-21
RCG_E576989D710A,524.77,PP0032978,Recharge_Bills,Cable Tv,Successful,Successful,2024-12-01
RCG_DB6270A55492,1483.1,PP0027248,Recharge_Bills,Fastag Recharge,Unknown,Successful,2024-01-17
RCG_4D23F2B902CE,1478.59,PP0018030,Recharge_Bills,Cable Tv ,Successful,Successful,2024-07-27
RCG_87CBE46EE4F3,1458.18,PP1095267,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-08-07
RCG_7FEF6252E29A,619.11,PP0031434,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-02-29
RCG_650C3BBC60F8,614.49,PP0033672,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-02-12
RCG_D15FFBA255E2,480.49,PP1098143,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-05-23
RCG_53BAC559AC89,94.43,PP1052992,Recharge_Bills,Dth,Successful,Unknown,2024-01-30
RCG_850BE137AFA7,963.41,PP0034127,Recharge_Bills,Cable Tv,Successful,Successful,2024-02-20
RCG_E99E4AC42C64,1075.14,PP0030039,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-04-08
RCG_335C3F23A61A,1237.49,PP1073635,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-11-14
RCG_A380DF3430BE,1014.3,PP0000743,Recharge_Bills,Cable Tv,Successful,Successful,2024-02-09
RCG_A96A33DC4A66,1847.32,PP1079720,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-07-27
RCG_E87B44496F39,1014.3,PP0023998,Recharge_Bills,Cable Tv,Successful,Successful,2024-06-15
RCG_F7F928981B36,1654.17,PP1098065,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-08-21
RCG_C2E118579401,1558.69,PP1063042,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-01
RCG_F8ED317B0616,624.49,PP0005107,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-04-21
RCG_1B192827F52A,1905.63,PP0008853,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-08-17
RCG_3C56A94E0E19,699.6,Unknown,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-07-21
RCG_9B20649CAD3D,978.33,PP1103484,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-05-30
